Client Order ID,Instrument,Side,Quantity,Price
aa76436,Lotus,2,110,2
aa76437,Orchid,2,860,8
aa76438,Tulip,2,270,72
aa76439,Rose,2,140,10
aa76440,Orchid,2,890,77
aa76441,Rose,1,630,97
aa76442,Rose,2,950,42
aa76443,Tulip,1,450,28
aa76444,Rose,2,930,69
aa76445,Lotus,2,460,80
aa76446,Rose,2,400,35
aa76447,Lavender,2,50,23
aa76448,Lavender,1,760,69
aa76449,Rose,1,920,55
aa76450,Tulip,2,890,59
aa76451,Lotus,1,990,34
aa76452,Orchid,1,690,32
aa76453,Lavender,1,470,50
aa76454,Orchid,2,540,53
aa76455,Lavender,1,880,11
aa76456,Orchid,2,280,12
aa76457,Tulip,1,600,17
aa76458,Lotus,2,500,47
aa76459,Lotus,1,950,35
aa76460,Rose,2,120,86
aa76461,Orchid,2,340,81
aa76462,Tulip,2,470,38
aa76463,Orchid,2,190,10
aa76464,Lotus,1,520,21
aa76465,Tulip,2,40,99
aa76466,Tulip,1,150,17
aa76467,Rose,2,520,1
aa76468,Lotus,2,980,40
aa76469,Orchid,1,610,59
aa76470,Orchid,2,680,35
aa76471,Rose,2,250,34
aa76472,Lotus,2,970,70
aa76473,Lotus,2,890,47
aa76474,Lotus,1,230,52
aa76475,Tulip,1,300,33
aa76476,Tulip,2,990,2
aa76477,Lotus,2,700,26
aa76478,Orchid,1,710,26
aa76479,Lavender,1,200,7
aa76480,Orchid,2,610,45
aa76481,Rose,1,670,29
aa76482,Tulip,2,880,94
aa76483,Lavender,2,140,44
aa76484,Lotus,1,770,93
aa76485,Lavender,1,450,41
aa76486,Lotus,1,920,20
aa76487,Tulip,2,430,60
aa76488,Lotus,1,870,87
aa76489,Rose,1,890,60
aa76490,Lotus,1,930,67
aa76491,Lotus,2,900,53
aa76492,Orchid,2,640,34
aa76493,Orchid,1,950,52
aa76494,Rose,1,800,50
aa76495,Tulip,2,930,68
aa76496,Lotus,1,770,94
aa76497,Orchid,2,250,44
aa76498,Lotus,2,650,77
aa76499,Rose,1,440,64
aa76500,Rose,1,750,43
aa76501,Tulip,1,690,25
aa76502,Rose,1,620,17
aa76503,Tulip,1,830,82
aa76504,Orchid,2,370,38
aa76505,Lavender,1,990,71
aa76506,Lavender,1,980,17
aa76507,Lavender,2,770,36
aa76508,Lotus,2,280,3
aa76509,Orchid,2,970,41
aa76510,Tulip,1,730,25
aa76511,Orchid,2,150,4
aa76512,Orchid,1,790,41
aa76513,Tulip,2,60,45
aa76514,Lotus,2,380,5
aa76515,Orchid,1,460,93
aa76516,Lotus,2,330,74
aa76517,Orchid,2,930,29
aa76518,Lotus,2,850,1
aa76519,Orchid,2,520,63
aa76520,Orchid,2,370,55
aa76521,Orchid,2,520,95
aa76522,Tulip,2,540,45
aa76523,Lavender,1,630,58
aa76524,Tulip,2,60,62
aa76525,Lavender,1,20,80
aa76526,Orchid,2,480,13
aa76527,Orchid,1,80,55
aa76528,Tulip,2,180,90
aa76529,Orchid,2,610,23
aa76530,Rose,1,240,20
aa76531,Tulip,1,950,46
aa76532,Orchid,1,820,33
aa76533,Rose,2,900,57
aa76534,Rose,2,890,84
aa76535,Lotus,2,790,7
aa76536,Rose,1,450,87
aa76537,Lavender,2,640,94
aa76538,Rose,2,770,33
aa76539,Lavender,2,170,83
aa76540,Tulip,1,530,45
aa76541,Orchid,2,740,74
aa76542,Tulip,2,120,56
aa76543,Orchid,1,630,61
aa76544,Orchid,2,680,87
aa76545,Rose,1,490,77
aa76546,Orchid,2,20,95
aa76547,Lavender,2,30,84
aa76548,Rose,1,160,77
aa76549,Orchid,1,30,49
aa76550,Lavender,1,350,32
aa76551,Lavender,2,740,5
aa76552,Tulip,2,990,48
aa76553,Lotus,2,130,63
aa76554,Lotus,2,820,70
aa76555,Rose,2,300,95
aa76556,Lotus,2,260,79
aa76557,Lotus,2,760,23
aa76558,Rose,1,80,80
aa76559,Rose,1,850,57
aa76560,Orchid,2,150,48
aa76561,Lavender,1,500,27
aa76562,Orchid,1,210,13
aa76563,Rose,2,380,15
aa76564,Rose,2,340,94
aa76565,Tulip,1,660,9
aa76566,Lavender,1,490,93
aa76567,Lavender,1,530,83
aa76568,Tulip,2,360,64
aa76569,Lavender,2,850,62
aa76570,Tulip,2,590,51
aa76571,Tulip,2,640,63
aa76572,Lavender,2,690,52
aa76573,Rose,1,90,80
aa76574,Lotus,2,260,39
aa76575,Lavender,1,630,84
aa76576,Orchid,2,320,11
aa76577,Lotus,1,290,12
aa76578,Lotus,2,240,43
aa76579,Tulip,1,400,9
aa76580,Lotus,2,500,45
aa76581,Rose,1,720,31
aa76582,Tulip,2,40,61
aa76583,Orchid,1,90,93
aa76584,Orchid,2,70,92
aa76585,Tulip,2,160,70
aa76586,Orchid,2,480,39
aa76587,Lavender,2,890,81
aa76588,Orchid,2,820,12
aa76589,Rose,1,50,34
aa76590,Lotus,1,880,41
aa76591,Lavender,2,300,8
aa76592,Orchid,2,650,50
aa76593,Rose,1,570,56
aa76594,Tulip,1,700,18
aa76595,Rose,2,70,61
aa76596,Lavender,1,740,45
aa76597,Lavender,1,220,9
aa76598,Tulip,1,200,73
aa76599,Tulip,1,380,48
aa76600,Lavender,1,190,60
aa76601,Tulip,2,560,21
aa76602,Orchid,1,60,39
aa76603,Orchid,1,610,87
aa76604,Lavender,1,840,4
aa76605,Tulip,1,690,91
aa76606,Lavender,2,880,32
aa76607,Lotus,1,870,49
aa76608,Lotus,2,190,73
aa76609,Lavender,2,510,68
aa76610,Lavender,1,60,60
aa76611,Lotus,1,510,31
aa76612,Lavender,1,790,76
aa76613,Lavender,1,380,74
aa76614,Orchid,1,790,51
aa76615,Rose,1,700,17
aa76616,Rose,2,880,25
aa76617,Lavender,1,420,11
aa76618,Tulip,1,730,2
aa76619,Lavender,2,730,33
aa76620,Lotus,1,320,79
aa76621,Rose,2,990,28
aa76622,Tulip,2,650,82
aa76623,Lotus,1,450,74
aa76624,Lavender,2,710,41
aa76625,Orchid,1,30,34
aa76626,Lotus,2,410,62
aa76627,Lotus,1,20,38
aa76628,Lavender,2,860,60
aa76629,Rose,1,130,30
aa76630,Lotus,2,280,39
aa76631,Lotus,2,190,59
aa76632,Tulip,1,100,78
aa76633,Rose,2,330,39
aa76634,Lavender,1,390,81
aa76635,Orchid,1,350,98
aa76636,Orchid,1,690,58
aa76637,Tulip,2,560,11
aa76638,Orchid,1,830,72
aa76639,Rose,2,220,40
aa76640,Lavender,1,760,72
aa76641,Lotus,2,860,61
aa76642,Lotus,2,540,36
aa76643,Tulip,1,970,13
aa76644,Lotus,2,410,78
aa76645,Lavender,2,480,88
aa76646,Orchid,1,820,83
aa76647,Lotus,1,520,21
aa76648,Orchid,2,640,41
aa76649,Lavender,2,470,5
aa76650,Lotus,1,470,77
aa76651,Orchid,1,160,47
aa76652,Orchid,1,940,15
aa76653,Lotus,2,500,97
aa76654,Rose,1,410,87
aa76655,Lavender,1,240,74
aa76656,Rose,2,480,49
aa76657,Tulip,2,770,38
aa76658,Rose,1,580,98
aa76659,Tulip,2,140,3
aa76660,Tulip,2,350,16
aa76661,Orchid,1,530,79
aa76662,Rose,1,630,35
aa76663,Lotus,1,370,90
aa76664,Lavender,2,60,23
aa76665,Lavender,2,860,96
aa76666,Lavender,2,750,2
aa76667,Lotus,1,30,47
aa76668,Lavender,1,50,60
aa76669,Lavender,1,950,7
aa76670,Rose,2,450,24
aa76671,Rose,2,740,60
aa76672,Rose,1,180,24
aa76673,Rose,1,60,36
aa76674,Orchid,1,780,51
aa76675,Rose,2,810,0
aa76676,Orchid,1,220,23
aa76677,Lotus,2,960,85
aa76678,Orchid,2,510,55
aa76679,Rose,2,600,0
aa76680,Lotus,1,580,0
aa76681,Rose,1,80,31
aa76682,Lavender,2,230,51
aa76683,Rose,2,260,30
aa76684,Rose,1,750,1
aa76685,Rose,1,590,39
aa76686,Orchid,1,390,87
aa76687,Orchid,2,770,2
aa76688,Lavender,1,930,88
aa76689,Tulip,1,910,74
aa76690,Tulip,2,570,70
aa76691,Lavender,1,220,65
aa76692,Rose,2,420,95
aa76693,Lavender,2,270,61
aa76694,Orchid,1,870,34
aa76695,Rose,2,620,89
aa76696,Orchid,2,490,92
aa76697,Orchid,2,480,45
aa76698,Lotus,2,400,11
aa76699,Lavender,2,370,39
aa76700,Lavender,1,350,9
aa76701,Orchid,1,810,7
aa76702,Tulip,1,490,42
aa76703,Tulip,1,560,15
aa76704,Rose,1,530,5
aa76705,Lotus,2,10,17
aa76706,Lavender,1,720,8
aa76707,Orchid,1,500,81
aa76708,Rose,1,310,0
aa76709,Rose,1,500,22
aa76710,Lotus,1,510,36
aa76711,Lavender,2,950,95
aa76712,Lotus,1,630,64
aa76713,Lavender,2,790,84
aa76714,Rose,1,420,25
aa76715,Orchid,1,310,53
aa76716,Tulip,2,810,95
aa76717,Lotus,2,820,41
aa76718,Orchid,2,720,40
aa76719,Orchid,2,290,92
aa76720,Lavender,2,330,64
aa76721,Orchid,1,920,79
aa76722,Orchid,2,20,92
aa76723,Lotus,1,890,25
aa76724,Lavender,1,410,77
aa76725,Tulip,1,30,36
aa76726,Lotus,2,80,23
aa76727,Lotus,1,720,26
aa76728,Tulip,2,520,65
aa76729,Lavender,1,560,37
aa76730,Tulip,2,550,47
aa76731,Rose,2,400,21
aa76732,Lavender,2,800,62
aa76733,Tulip,2,680,31
aa76734,Lotus,1,750,99
aa76735,Rose,2,520,61
aa76736,Lavender,1,730,37
aa76737,Tulip,2,190,97
aa76738,Rose,2,790,50
aa76739,Orchid,2,930,92
aa76740,Rose,2,80,35
aa76741,Tulip,1,990,17
aa76742,Rose,1,590,38
aa76743,Orchid,2,870,47
aa76744,Tulip,2,350,43
aa76745,Lotus,1,860,82
aa76746,Orchid,1,20,70
aa76747,Tulip,1,460,27
aa76748,Tulip,1,710,70
aa76749,Orchid,2,220,6
aa76750,Orchid,1,400,81
aa76751,Lavender,1,820,7
aa76752,Lavender,1,990,2
aa76753,Rose,2,210,25
aa76754,Lotus,2,390,81
aa76755,Tulip,2,350,91
aa76756,Orchid,2,760,55
aa76757,Lotus,1,100,81
aa76758,Orchid,2,780,46
aa76759,Tulip,1,200,84
aa76760,Rose,2,730,75
aa76761,Lotus,1,310,41
aa76762,Lavender,2,210,52
aa76763,Lotus,1,600,40
aa76764,Lavender,2,520,20
aa76765,Lotus,1,460,37
aa76766,Tulip,2,290,96
aa76767,Tulip,1,870,9
aa76768,Lavender,1,670,100
aa76769,Lavender,1,210,31
aa76770,Tulip,2,750,6
aa76771,Tulip,1,420,18
aa76772,Lavender,1,390,49
aa76773,Rose,1,720,73
aa76774,Lotus,2,840,16
aa76775,Tulip,2,210,53
aa76776,Lavender,2,980,67
aa76777,Orchid,1,620,19
aa76778,Orchid,1,540,81
aa76779,Lavender,2,220,37
aa76780,Orchid,1,840,49
aa76781,Orchid,2,800,88
aa76782,Tulip,2,90,98
aa76783,Tulip,2,210,11
aa76784,Orchid,2,350,99
aa76785,Rose,2,800,16
aa76786,Rose,2,580,83
aa76787,Orchid,1,940,66
aa76788,Rose,2,530,59
aa76789,Lotus,2,570,43
aa76790,Rose,2,710,95
aa76791,Tulip,1,970,58
aa76792,Tulip,1,100,85
aa76793,Tulip,1,130,47
aa76794,Rose,1,80,54
aa76795,Lavender,1,990,89
aa76796,Lavender,1,980,4
aa76797,Rose,1,590,96
aa76798,Tulip,1,450,38
aa76799,Lotus,1,620,26
aa76800,Lotus,1,630,29
aa76801,Lotus,2,300,17
aa76802,Lotus,2,210,68
aa76803,Lotus,2,780,99
aa76804,Tulip,2,990,34
aa76805,Lotus,1,550,70
aa76806,Lavender,2,220,39
aa76807,Rose,2,160,89
aa76808,Rose,1,920,45
aa76809,Orchid,1,910,89
aa76810,Tulip,2,280,52
aa76811,Lavender,1,650,4
aa76812,Lavender,2,900,4
aa76813,Lavender,2,90,21
aa76814,Lotus,2,830,29
aa76815,Tulip,1,20,53
aa76816,Tulip,1,60,34
aa76817,Orchid,2,630,18
aa76818,Lavender,1,870,76
aa76819,Lotus,1,110,33
aa76820,Tulip,2,860,54
aa76821,Orchid,2,360,45
aa76822,Lotus,1,670,97
aa76823,Lotus,1,250,14
aa76824,Orchid,1,920,8
aa76825,Lavender,1,260,76
aa76826,Rose,1,860,50
aa76827,Lavender,2,240,16
aa76828,Tulip,2,80,75
aa76829,Lotus,1,650,40
aa76830,Lavender,1,830,3
aa76831,Orchid,2,150,48
aa76832,Lavender,1,190,59
aa76833,Rose,1,140,18
aa76834,Tulip,1,690,4
aa76835,Tulip,2,310,22
aa76836,Rose,2,810,13
aa76837,Tulip,1,10,34
aa76838,Lavender,1,300,3
aa76839,Orchid,1,80,60
aa76840,Lotus,2,860,48
aa76841,Lotus,1,580,97
aa76842,Rose,1,150,71
aa76843,Lotus,2,400,68
aa76844,Lavender,2,900,45
aa76845,Rose,1,380,68
aa76846,Lavender,1,80,2
aa76847,Lotus,1,570,38
aa76848,Rose,2,760,100
aa76849,Rose,1,230,4
aa76850,Tulip,2,960,58
aa76851,Lotus,1,430,5
aa76852,Lavender,2,510,41
aa76853,Lavender,2,870,37
aa76854,Orchid,1,490,58
aa76855,Orchid,2,630,59
aa76856,Lavender,2,780,92
aa76857,Rose,1,810,40
aa76858,Orchid,1,710,0
aa76859,Tulip,1,70,96
aa76860,Rose,1,620,17
aa76861,Rose,1,910,48
aa76862,Tulip,2,650,75
aa76863,Tulip,2,640,49
aa76864,Orchid,2,250,25
aa76865,Orchid,1,800,19
aa76866,Tulip,2,220,30
aa76867,Lotus,2,810,90
aa76868,Orchid,2,110,69
aa76869,Tulip,2,140,68
aa76870,Orchid,2,640,86
aa76871,Rose,2,30,53
aa76872,Lotus,2,770,68
aa76873,Lavender,2,300,99
aa76874,Lotus,2,620,8
aa76875,Lavender,2,980,54
aa76876,Lavender,2,290,9
aa76877,Rose,2,960,29
aa76878,Orchid,2,460,80
aa76879,Lavender,2,500,34
aa76880,Rose,2,570,53
aa76881,Rose,1,570,18
aa76882,Tulip,1,930,89
aa76883,Lotus,2,450,67
aa76884,Tulip,1,460,10
aa76885,Rose,1,80,30
aa76886,Orchid,2,830,59
aa76887,Orchid,1,410,98
aa76888,Orchid,1,510,92
aa76889,Rose,1,130,31
aa76890,Lavender,1,830,78
aa76891,Lavender,2,140,42
aa76892,Lavender,1,710,24
aa76893,Lavender,2,70,25
aa76894,Lotus,1,450,61
aa76895,Lavender,1,490,70
aa76896,Orchid,1,670,7
aa76897,Lavender,2,190,17
aa76898,Lotus,1,630,34
aa76899,Lavender,1,510,78
aa76900,Lavender,1,750,24
aa76901,Lavender,2,160,41
aa76902,Lotus,1,100,82
aa76903,Lotus,2,20,17
aa76904,Lavender,2,240,74
aa76905,Lotus,1,40,83
aa76906,Lotus,2,270,14
aa76907,Lavender,2,250,82
aa76908,Lotus,1,810,85
aa76909,Lotus,1,180,28
aa76910,Tulip,2,660,33
aa76911,Orchid,2,920,54
aa76912,Rose,2,610,65
aa76913,Lavender,1,320,37
aa76914,Lavender,1,920,8
aa76915,Rose,1,710,78
aa76916,Lotus,1,530,48
aa76917,Rose,1,290,18
aa76918,Lotus,1,440,72
aa76919,Lotus,1,670,61
aa76920,Lavender,2,300,1
aa76921,Lavender,1,940,46
aa76922,Rose,1,800,44
aa76923,Tulip,2,980,38
aa76924,Lotus,2,610,89
aa76925,Lotus,1,90,82
aa76926,Lavender,2,300,54
aa76927,Orchid,1,250,86
aa76928,Lotus,2,350,48
aa76929,Tulip,1,920,64
aa76930,Lotus,1,770,4
aa76931,Lotus,1,910,59
aa76932,Tulip,2,70,67
aa76933,Lavender,2,660,81
aa76934,Rose,1,840,29
aa76935,Lavender,2,610,94
aa76936,Orchid,2,440,12
aa76937,Tulip,1,810,80
aa76938,Tulip,1,200,3
aa76939,Lavender,1,110,8
aa76940,Lotus,2,590,55
aa76941,Lotus,1,490,6
aa76942,Lotus,2,490,37
aa76943,Orchid,2,280,8
aa76944,Orchid,2,450,42
aa76945,Lavender,1,940,93
aa76946,Orchid,1,90,98
aa76947,Lotus,1,910,50
aa76948,Lotus,2,70,20
aa76949,Rose,1,80,7
aa76950,Lotus,1,820,98
aa76951,Lavender,2,790,53
aa76952,Lotus,2,80,70
aa76953,Tulip,1,430,39
aa76954,Rose,1,660,81
aa76955,Lotus,1,760,4
aa76956,Lotus,1,460,10
aa76957,Rose,1,80,86
aa76958,Rose,2,410,95
aa76959,Lotus,1,540,61
aa76960,Lavender,2,950,90
aa76961,Rose,1,550,65
aa76962,Rose,1,40,78
aa76963,Orchid,2,280,29
aa76964,Rose,1,290,99
aa76965,Tulip,2,170,45
aa76966,Lavender,1,500,22
aa76967,Lavender,2,760,75
aa76968,Orchid,1,610,44
aa76969,Lavender,1,620,10
aa76970,Lavender,1,220,97
aa76971,Orchid,2,420,4
aa76972,Rose,1,880,65
aa76973,Orchid,1,900,10
aa76974,Lotus,2,620,43
aa76975,Orchid,1,380,90
aa76976,Tulip,1,160,34
aa76977,Rose,1,990,69
aa76978,Lavender,2,420,76
aa76979,Rose,2,710,14
aa76980,Rose,1,780,21
aa76981,Lavender,1,200,89
aa76982,Orchid,1,160,97
aa76983,Orchid,2,800,37
aa76984,Orchid,2,810,93
aa76985,Lotus,1,10,62
aa76986,Rose,1,590,22
aa76987,Orchid,2,160,1
aa76988,Orchid,2,340,16
aa76989,Rose,2,10,5
aa76990,Orchid,2,790,45
aa76991,Lotus,2,500,81
aa76992,Lavender,2,810,95
aa76993,Lavender,2,770,23
aa76994,Rose,2,530,94
aa76995,Rose,2,550,47
aa76996,Lotus,2,570,32
aa76997,Rose,1,440,33
aa76998,Lavender,1,20,68
aa76999,Lotus,2,750,100
aa77000,Rose,2,890,32
aa77001,Tulip,1,300,15
aa77002,Tulip,1,490,2
aa77003,Rose,2,880,20
aa77004,Orchid,1,130,9
aa77005,Lotus,2,190,45
aa77006,Tulip,1,530,78
aa77007,Lotus,2,150,64
aa77008,Tulip,2,90,68
aa77009,Rose,2,790,33
aa77010,Tulip,1,190,99
aa77011,Lavender,1,300,1
aa77012,Lotus,2,650,33
aa77013,Lotus,2,480,12
aa77014,Orchid,1,10,56
aa77015,Orchid,2,990,71
aa77016,Rose,2,850,56
aa77017,Lavender,2,440,16
aa77018,Tulip,2,180,48
aa77019,Lavender,1,980,4
aa77020,Tulip,1,940,44
aa77021,Orchid,2,300,14
aa77022,Lotus,2,240,50
aa77023,Lotus,2,560,19
aa77024,Rose,1,10,71
aa77025,Tulip,1,140,77
aa77026,Rose,1,590,41
aa77027,Orchid,2,600,82
aa77028,Tulip,2,560,20
aa77029,Lavender,1,680,48
aa77030,Lotus,1,70,24
aa77031,Rose,2,160,100
aa77032,Tulip,1,20,50
aa77033,Orchid,2,590,40
aa77034,Lavender,1,940,3
aa77035,Rose,1,770,97
aa77036,Lavender,2,160,57
aa77037,Orchid,1,360,62
aa77038,Lavender,1,370,4
aa77039,Lotus,2,430,84
aa77040,Lotus,1,30,59
aa77041,Tulip,1,110,99
aa77042,Rose,1,330,16
aa77043,Lotus,1,330,42
aa77044,Tulip,2,840,70
aa77045,Rose,1,100,60
aa77046,Orchid,2,100,54
aa77047,Orchid,2,680,30
aa77048,Lavender,1,200,35
aa77049,Lavender,2,810,53
aa77050,Lavender,1,120,92
aa77051,Tulip,1,960,79
aa77052,Rose,1,470,95
aa77053,Lavender,2,700,0
aa77054,Orchid,2,260,38
aa77055,Tulip,1,170,13
aa77056,Rose,2,470,26
aa77057,Lavender,1,470,3
aa77058,Lotus,1,590,0
aa77059,Lavender,2,10,61
aa77060,Lavender,1,670,46
aa77061,Lotus,2,520,93
aa77062,Lotus,2,730,90
aa77063,Rose,1,320,68
aa77064,Tulip,2,840,3
aa77065,Tulip,1,860,54
aa77066,Rose,2,710,82
aa77067,Orchid,2,610,4
aa77068,Orchid,1,200,31
aa77069,Tulip,2,290,84
aa77070,Orchid,1,340,59
aa77071,Lotus,1,110,40
aa77072,Lotus,1,980,38
aa77073,Lavender,2,500,79
aa77074,Lotus,1,950,69
aa77075,Lotus,1,100,64
aa77076,Tulip,1,800,44
aa77077,Lotus,2,70,40
aa77078,Orchid,1,30,53
aa77079,Rose,1,860,47
aa77080,Lotus,1,990,5
aa77081,Rose,2,400,37
aa77082,Lavender,1,430,29
aa77083,Tulip,2,20,74
aa77084,Lavender,1,380,35
aa77085,Lavender,2,680,67
aa77086,Rose,2,540,24
aa77087,Lavender,2,620,59
aa77088,Lavender,2,390,11
aa77089,Lotus,1,980,25
aa77090,Rose,2,550,23
aa77091,Rose,2,680,4
aa77092,Rose,2,670,87
aa77093,Lotus,1,400,58
aa77094,Tulip,1,950,88
aa77095,Lavender,1,900,99
aa77096,Rose,1,780,23
aa77097,Rose,1,270,90
aa77098,Orchid,2,810,15
aa77099,Lotus,1,470,10
aa77100,Rose,2,110,4
aa77101,Lotus,2,100,20
aa77102,Orchid,1,530,75
aa77103,Orchid,1,190,32
aa77104,Tulip,2,720,86
aa77105,Lotus,1,800,39
aa77106,Lotus,2,860,28
aa77107,Lotus,1,970,5
aa77108,Orchid,2,870,18
aa77109,Lotus,2,240,94
aa77110,Lotus,1,440,44
aa77111,Rose,1,930,66
aa77112,Tulip,1,630,22
aa77113,Lotus,1,510,93
aa77114,Rose,1,930,23
aa77115,Orchid,1,220,26
aa77116,Rose,1,550,89
aa77117,Rose,2,470,44
aa77118,Lavender,2,110,8
aa77119,Rose,1,530,99
aa77120,Tulip,2,600,42
aa77121,Rose,2,230,61
aa77122,Orchid,1,60,74
aa77123,Rose,2,700,4
aa77124,Lotus,2,160,32
aa77125,Lavender,1,790,11
aa77126,Tulip,2,230,31
aa77127,Tulip,1,50,62
aa77128,Lavender,1,510,80
aa77129,Lotus,2,700,97
aa77130,Orchid,2,780,87
aa77131,Tulip,2,630,71
aa77132,Lavender,1,590,8
aa77133,Lavender,2,400,30
aa77134,Tulip,1,30,81
aa77135,Tulip,1,240,84
aa77136,Tulip,1,840,32
aa77137,Tulip,2,140,42
aa77138,Tulip,2,400,87
aa77139,Rose,1,800,74
aa77140,Tulip,2,860,92
aa77141,Lavender,2,440,15
aa77142,Rose,2,400,69
aa77143,Orchid,2,660,59
aa77144,Lotus,2,400,12
aa77145,Orchid,1,460,76
aa77146,Lavender,1,400,8
aa77147,Lotus,2,370,53
aa77148,Tulip,1,350,36
aa77149,Lotus,2,140,5
aa77150,Orchid,2,690,49
aa77151,Lotus,1,210,86
aa77152,Orchid,1,160,99
aa77153,Tulip,1,400,55
aa77154,Lavender,1,370,88
aa77155,Tulip,2,30,38
aa77156,Rose,1,130,80
aa77157,Lotus,2,230,79
aa77158,Lavender,1,610,4
aa77159,Lavender,2,690,80
aa77160,Orchid,2,460,95
aa77161,Rose,2,150,76
aa77162,Orchid,2,990,76
aa77163,Lavender,2,120,57
aa77164,Orchid,1,570,91
aa77165,Rose,2,10,100
aa77166,Lotus,1,290,32
aa77167,Rose,1,340,8
aa77168,Lotus,1,630,16
aa77169,Lavender,2,950,94
aa77170,Rose,1,850,87
aa77171,Lavender,2,430,16
aa77172,Orchid,1,440,17
aa77173,Orchid,1,590,29
aa77174,Tulip,2,120,89
aa77175,Tulip,1,980,75
aa77176,Orchid,2,500,75
aa77177,Rose,2,320,96
aa77178,Tulip,2,500,19
aa77179,Orchid,1,600,50
aa77180,Lavender,1,320,13
aa77181,Lavender,1,600,76
aa77182,Orchid,2,780,87
aa77183,Lavender,1,510,15
aa77184,Orchid,2,590,49
aa77185,Lavender,1,180,75
aa77186,Rose,1,340,48
aa77187,Orchid,2,790,45
aa77188,Lotus,2,10,82
aa77189,Lotus,1,390,86
aa77190,Rose,1,240,60
aa77191,Lavender,2,450,96
aa77192,Orchid,1,710,51
aa77193,Lavender,2,290,48
aa77194,Tulip,2,540,76
aa77195,Tulip,1,570,3
aa77196,Rose,2,770,4
aa77197,Lavender,2,620,32
aa77198,Lotus,1,400,93
aa77199,Orchid,2,370,32
aa77200,Orchid,1,830,97
aa77201,Lavender,2,780,93
aa77202,Orchid,1,140,7
aa77203,Lotus,2,110,53
aa77204,Rose,1,390,17
aa77205,Lavender,1,440,65
aa77206,Lotus,2,490,65
aa77207,Tulip,2,660,14
aa77208,Rose,2,450,52
aa77209,Tulip,1,640,2
aa77210,Orchid,2,390,92
aa77211,Rose,2,490,16
aa77212,Orchid,2,710,38
aa77213,Rose,1,960,44
aa77214,Lotus,2,910,31
aa77215,Rose,1,110,90
aa77216,Lavender,2,290,7
aa77217,Tulip,1,460,58
aa77218,Tulip,2,800,26
aa77219,Orchid,2,940,2
aa77220,Rose,2,510,6
aa77221,Rose,1,220,68
aa77222,Rose,2,750,22
aa77223,Lavender,2,120,42
aa77224,Tulip,2,290,51
aa77225,Rose,2,50,17
aa77226,Lotus,1,960,23
aa77227,Lavender,1,130,24
aa77228,Lotus,1,230,80
aa77229,Tulip,2,620,25
aa77230,Orchid,1,10,82
aa77231,Rose,1,570,85
aa77232,Rose,2,870,88
aa77233,Rose,1,300,50
aa77234,Lavender,1,570,97
aa77235,Orchid,2,860,53
aa77236,Lavender,1,230,41
aa77237,Rose,2,910,10
aa77238,Tulip,2,860,50
aa77239,Orchid,2,750,66
aa77240,Lavender,2,40,100
aa77241,Lavender,1,880,67
aa77242,Rose,2,640,76
aa77243,Rose,2,860,83
aa77244,Lotus,2,560,88
aa77245,Lavender,2,840,18
aa77246,Rose,2,410,79
aa77247,Lavender,1,340,55
aa77248,Tulip,1,380,3
aa77249,Lavender,1,650,61
aa77250,Lavender,1,700,27
aa77251,Rose,1,500,92
aa77252,Rose,1,180,46
aa77253,Rose,2,460,26
aa77254,Tulip,2,620,47
aa77255,Lotus,2,600,16
aa77256,Orchid,2,530,86
aa77257,Lotus,1,860,50
aa77258,Lavender,1,990,38
aa77259,Lavender,2,300,16
aa77260,Lavender,1,330,31
aa77261,Lavender,2,960,52
aa77262,Lavender,1,830,0
aa77263,Rose,1,830,46
aa77264,Lotus,2,650,10
aa77265,Lotus,2,240,44
aa77266,Tulip,2,410,75
aa77267,Lotus,1,500,14
aa77268,Rose,2,890,14
aa77269,Rose,2,390,52
aa77270,Lavender,1,130,69
aa77271,Rose,1,310,26
aa77272,Lotus,2,30,64
aa77273,Rose,1,790,99
aa77274,Lavender,2,380,17
aa77275,Tulip,1,970,16
aa77276,Tulip,2,220,29
aa77277,Lotus,2,180,70
aa77278,Lotus,1,470,15
aa77279,Orchid,1,140,78
aa77280,Lavender,2,700,15
aa77281,Tulip,1,140,9
aa77282,Lotus,2,170,60
aa77283,Rose,1,770,67
aa77284,Tulip,2,530,23
aa77285,Lavender,2,920,63
aa77286,Tulip,2,810,64
aa77287,Orchid,1,540,5
aa77288,Rose,1,40,21
aa77289,Rose,2,360,50
aa77290,Tulip,2,800,61
aa77291,Tulip,1,400,52
aa77292,Lavender,2,340,59
aa77293,Orchid,2,230,7
aa77294,Tulip,1,220,73
aa77295,Lotus,2,820,3
aa77296,Tulip,1,820,1
aa77297,Lavender,1,870,65
aa77298,Lavender,2,340,98
aa77299,Lavender,2,150,95
aa77300,Lotus,2,180,4
aa77301,Tulip,2,450,86
aa77302,Lotus,1,790,6
aa77303,Lotus,1,420,82
aa77304,Lavender,2,880,28
aa77305,Tulip,2,200,89
aa77306,Rose,2,440,62
aa77307,Rose,2,530,40
aa77308,Tulip,1,160,60
aa77309,Orchid,1,130,73
aa77310,Lavender,1,910,99
aa77311,Rose,1,350,17
aa77312,Tulip,1,970,39
aa77313,Orchid,1,230,12
aa77314,Tulip,2,50,79
aa77315,Orchid,2,620,59
aa77316,Lotus,1,730,13
aa77317,Orchid,2,260,22
aa77318,Lotus,1,680,40
aa77319,Orchid,1,240,47
aa77320,Rose,1,210,94
